Assault,Robbery,Rape,Murder,Theft,Vehicle Theft,Burglary,Arson,Kidnapping,Drug Crimes,Vandalism,Identity Theft,Animal Cruelty,Total Violent Crime,Total Violent Crime Grade,Total Property Crime,Total Property Crime Grade,Total “Other” Rate,Total “Other” Rate Grade,Total Crime,Total Crime Grade,Zipcode,City
3.631,0.4595,1.055,0.1679,15.85,4.606,8.799,0.1573,0.1,2.836,10.16,1.136,0.1052,5.313,D,29.41,D,14.34,D,49.063,D,49221,adrian-mi
0.5265,0.0418,0.4287,0.0681,7.728,0.6114,4.056,0.0102,0.038,0.0501,11.4,1.1,0.0315,1.065,A,12.41,C,12.62,D,26.095,C+,56110,adrian-mn
1.343,0.0636,0.4585,0.0668,6.922,3.604,3.809,0.0298,0.0393,0.8994,4.605,0.7421,0.0562,1.932,B,14.37,C,6.342,B,22.644,B-,64720,adrian-mo
0.4458,1.026,0.4683,0.0906,20.64,0.9427,5.252,0.0071,0.1896,0.2941,1.6,1.527,0.0577,2.031,B,26.84,D,3.668,A,32.539,C-,97901,adrian-or
2.359,0.589,0.3367,0.0465,5.131,0.4882,2.262,0.0107,0.019,1.932,3.338,1.544,0.0044,3.331,C,7.892,A,6.837,B,18.060000000000002,B+,16210,adrian-pa
2.228,0.6842,0.5195,0.2314,10.75,1.073,8.276,0.1701,0.1381,15.06,5.765,0.6766,0.227,3.663,C,20.27,D,21.87,D,45.803,D,79001,adrian-tx
2.837,0.0964,0.3714,0.0333,10.94,4.784,5.255,0.1439,0.4205,10.85,8.681,0.8321,0.0471,3.338,C,21.13,D,20.83,D,45.298,D,26210,adrian-wv
1.678,0.1635,0.3276,0.0461,1.57,1.067,2.929,0.0386,0.0102,1.046,5.636,1.067,0.0233,2.215,B,5.605,A,7.783,B,15.603000000000002,A-,46102,advance-in
4.459,1.486,0.5281,0.0791,18.4,1.984,6.045,0.1084,0.3153,2.345,6.394,0.7545,0.0349,6.552,D,26.54,D,9.843,C,42.935,D,63730,advance-mo
2.58,0.2039,0.2356,0.0464,5.772,0.6048,4.208,0.0487,0.0233,1.274,3.773,0.7611,0.01,3.065,C,10.63,B,5.841,B,19.536,B+,27006,advance-nc
0.8711,0.6587,0.3494,0.0414,4.366,0.2324,3.256,0.0632,0.0208,1.009,3.163,0.8276,0.0179,1.921,B,7.918,A,5.038,A,14.877,A,25231,advent-wv
1.611,0.5754,0.341,0.0144,7.26,1.137,4.437,0.0393,0.0239,0.2138,4.783,1.108,0.0281,2.541,C,12.87,C,6.157,B,21.567999999999998,B,50830,afton-ia
2.344,0.1568,0.741,0.034,6.292,0.9985,5.744,0.0827,0.0252,8.321,6.784,1.362,0.0841,3.276,C,13.12,C,16.58,D,32.976,C-,49705,afton-mi
0.1284,0.0211,0.3936,0.0185,3.986,0.7355,0.7691,0.0489,0.1428,0.3079,1.826,1.097,0.0051,0.5616,A,5.539,A,3.378,A,9.4786,A+,55001,afton-mn
0.4698,0.1489,0.2778,0.0121,0.765,0.067,0.7258,0.0041,0.0357,4.581,4.006,1.111,0.0369,0.9086,A,1.562,A,9.771,C,12.241600000000002,A,13730,afton-ny
1.863,0.3027,0.5721,0.0462,11.9,0.3857,7.921,0.1599,0.0735,5.953,4.007,0.8611,0.0376,2.784,C,20.37,D,10.93,C,34.084,C-,74331,afton-ok
4.212,0.6032,0.4082,0.0184,14.99,4.778,5.954,0.25,0.0664,1.491,3.859,0.6061,0.0269,5.242,D,25.97,D,6.05,B,37.262,D+,37616,afton-tn
1.064,0.7849,0.5349,0.0657,3.918,0.4415,6.739,0.2059,0.1571,1.798,8.105,0.6652,0.0768,2.449,C,11.3,B,10.8,C,24.549,B-,79220,afton-tx
0.6009,0.0197,0.3365,0.0289,5.437,1.043,1.764,0.092,0.0372,0.4382,4.736,0.582,0.0069,0.9861,A,8.336,B,5.8,B,15.1221,A-,22920,afton-va
2.391,0.2843,0.3749,0.0155,27.18,1.212,2.779,1.138,0.0174,10.09,1.509,0.9419,0.0029,3.066,C,32.31,D,12.56,D,47.93600000000001,D,53501,afton-wi
1.409,0.1553,0.4126,0.0055,37.7,1.528,3.611,0.5324,0.0278,10.76,7.513,0.9401,0.034,1.982,B,43.37,D,19.28,D,64.632,D-,83110,afton-wy
11.74,0.0078,0.6199,0.0075,1.32,0.51,4.636,0.0347,0.1112,1.984,25.85,1.26,0.379,12.37,F,6.501,A,29.58,F,48.45099999999999,D,57520,agar-sd
3.489,0.2868,0.7856,0.0365,4.433,0.9542,6.091,0.0995,0.2194,7.209,11.0,1.375,0.05,4.598,D,11.58,B,19.85,D,36.028000000000006,D+,80101,agate-co
11.33,4.654,0.5936,0.0265,9.978,2.021,6.157,0.2026,0.2063,1.065,25.55,1.267,0.0579,16.6,F,18.36,C,28.14,F,63.1,D-,58310,agate-nd
0.8953,0.0144,0.299,0.0126,6.217,1.005,4.26,0.0291,0.0263,0.3071,6.027,1.339,0.4704,1.221,A,11.51,B,8.171,C,20.902,B,52530,agency-ia
0.7708,0.0877,0.4384,0.0659,9.641,1.002,3.482,0.0287,0.381,0.4056,2.41,0.9788,0.0069,1.363,A,14.15,C,4.183,A,19.695999999999998,B+,64401,agency-mo
2.675,1.968,0.6143,0.0352,83.31,1.2,10.95,0.0489,0.2469,10.63,2.785,1.046,0.032,5.292,D,95.51,F,14.74,D,115.542,F,66930,agenda-ks
0.5366,0.4075,0.4969,0.0252,10.41,3.006,7.285,0.1889,0.1019,0.9623,3.032,2.008,0.0783,1.466,A,20.89,D,6.182,B,28.538000000000004,C,97406,agness-or
1.128,0.9395,0.3531,0.0273,2.412,3.295,2.29,0.2873,0.2064,9.767,3.461,0.8052,0.0462,2.448,C,8.285,B,14.29,D,25.023,B-,91301,agoura-hills-ca
1.128,0.9395,0.3531,0.0273,2.412,3.295,2.29,0.2873,0.2064,9.767,3.461,0.8052,0.0462,2.448,C,8.285,B,14.29,D,25.023,B-,91376,agoura-hills-ca
1.802,0.4157,0.5352,0.0378,22.64,1.489,9.394,0.0389,0.3319,0.5695,4.981,1.181,0.0293,2.791,C,33.57,D,7.093,B,43.45399999999999,D,67621,agra-ks
2.947,0.243,0.5567,0.0416,21.06,0.4205,5.791,0.0973,0.0276,0.5757,1.427,0.7751,0.0193,3.789,D,27.36,D,2.825,A,33.974000000000004,C-,74824,agra-ok
0.4502,0.6969,0.062,0.1997,6.016,1.168,2.067,0.7752,1.483,14.05,16.97,0.6864,0.0443,1.409,A,10.03,B,33.23,F,44.669,D,00602,aguada-pr
1.066,0.6272,0.0608,0.2019,3.484,1.194,2.307,0.7763,0.6932,19.66,21.03,0.704,0.0934,1.955,B,7.762,A,42.18,F,51.897,D-,00603,aguadilla-pr
1.066,0.6272,0.0608,0.2019,3.484,1.194,2.307,0.7763,0.6932,19.66,21.03,0.704,0.0934,1.955,B,7.762,A,42.18,F,51.897,D-,00604,aguadilla-pr
1.066,0.6272,0.0608,0.2019,3.484,1.194,2.307,0.7763,0.6932,19.66,21.03,0.704,0.0934,1.955,B,7.762,A,42.18,F,51.897,D-,00605,aguadilla-pr
1.287,1.865,0.5238,0.0506,17.3,5.53,5.19,0.4168,0.1838,15.8,15.59,0.6339,0.0526,3.725,D,28.44,D,32.26,F,64.425,D-,78330,agua-dulce-tx
4.296,0.5336,0.3918,0.0393,3.176,3.427,4.683,0.2498,0.318,7.155,6.5,0.9027,0.0811,5.26,D,11.54,B,14.96,D,31.759999999999998,C-,92536,aguanga-ca
0.4397,0.5245,0.0685,0.1963,3.599,1.103,1.819,0.7748,0.8579,18.45,17.28,0.6868,0.0898,1.229,A,7.296,A,37.37,F,45.894999999999996,D,00703,aguas-buenas-pr
1.141,0.5691,0.5423,0.0298,4.191,2.536,5.99,0.2449,0.3011,12.37,12.98,1.1,0.0424,2.282,B,12.96,C,26.79,F,42.032,D,85320,aguila-az
5.257,0.488,0.717,0.0268,0.8341,0.4547,9.577,0.5118,0.1963,4.4,8.004,1.102,0.395,6.489,D,11.38,B,14.1,D,31.969,C-,81020,aguilar-co
0.538,0.97,0.0652,0.1938,4.053,1.05,1.91,0.7747,1.146,9.404,20.76,0.6921,0.0983,1.767,B,7.787,A,32.1,F,41.654,D,00704,aguirre-pr
0.5158,1.036,0.43,0.0216,5.611,0.7141,5.08,0.0436,0.2607,0.8281,6.037,1.204,0.1749,2.003,B,11.45,B,8.504,C,21.957,B,56430,ah-gwah-ching-mn
3.994,0.616,0.8149,0.0108,11.06,0.7143,4.863,0.1023,0.0158,12.13,1.525,1.11,0.0543,5.436,D,16.74,C,14.84,D,37.016,D+,49901,ahmeek-mi
2.62,1.014,0.2632,0.0542,19.31,0.9861,8.915,0.0702,0.0732,1.128,8.965,0.7643,0.0198,3.951,D,29.28,D,10.95,C,44.181,D,27910,ahoskie-nc
1.95,0.1743,0.4814,0.0148,97.03,3.113,6.975,0.0993,0.1729,0.2001,5.758,1.807,0.0179,2.621,C,107.2,F,7.956,B,117.777,F,83520,ahsahka-id
2.573,0.4092,0.3728,0.0297,2.862,2.686,3.805,0.2036,0.3218,6.355,4.721,0.8102,0.1212,3.384,C,9.556,B,12.33,D,25.27,C+,93601,ahwahnee-ca
0.7349,0.6706,0.0635,0.1894,5.716,1.167,1.883,0.7733,0.9005,11.97,12.28,0.6818,0.1254,1.658,B,9.54,B,25.96,F,37.158,D+,00705,aibonito-pr
1.075,0.2045,0.4194,0.0214,1.715,2.903,3.495,0.1832,0.0678,1.04,1.457,0.8369,0.0226,1.72,B,8.296,B,3.425,A,13.440999999999999,A,96701,aiea-hi
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29801,aiken-sc
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29802,aiken-sc
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29803,aiken-sc
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29804,aiken-sc
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29805,aiken-sc
2.392,0.9983,0.4617,0.0576,13.8,3.045,5.286,0.0493,0.0572,1.738,4.065,0.7079,0.0219,3.91,D,22.18,D,6.591,B,32.681,C-,29808,aiken-sc
2.349,7.507,0.4867,0.0841,5.838,0.3118,8.133,0.233,0.2718,1.148,10.48,0.6779,0.3319,10.43,F,14.52,C,12.91,D,37.86,D+,79221,aiken-tx
2.163,0.5924,0.264,0.0254,12.3,1.345,8.484,0.0606,0.0795,2.695,4.944,0.7448,0.0264,3.045,C,22.19,D,8.49,C,33.725,C-,30410,ailey-ga
5.431,1.972,0.4275,0.126,30.06,1.182,8.702,0.0577,0.0993,4.841,4.559,1.09,0.069,7.956,F,40.0,D,10.66,C,58.616,D-,71401,aimwell-la
1.215,0.0127,0.2809,0.0123,3.252,0.8647,3.044,0.0366,0.0252,0.1841,6.072,1.093,0.01,1.521,A,7.198,A,7.385,B,16.104,A-,52201,ainsworth-ia
0.3115,0.1415,0.7437,0.0292,18.09,1.424,4.091,0.0418,0.0375,2.094,4.211,1.157,0.0185,1.226,A,23.65,D,7.517,B,32.393,C-,69210,ainsworth-ne
0.969,0.4789,0.3215,0.0452,2.742,0.4287,1.547,0.0115,0.0406,0.5175,1.733,1.519,0.0035,1.815,B,4.729,A,3.814,A,10.358,A+,17302,airville-pa
1.922,2.683,0.482,0.0263,14.47,6.043,22.94,0.1034,0.0412,4.137,69.63,0.952,0.107,5.114,D,43.56,D,74.87,F,123.54400000000001,F,99001,airway-heights-wa
0.578,0.5131,0.444,0.0164,7.01,1.114,5.265,0.0519,0.0786,0.821,10.57,1.129,0.0646,1.551,B,13.44,C,12.66,D,27.651,C+,56431,aitkin-mn
2.92,0.2139,0.6576,0.0058,1.361,0.3088,2.33,0.0316,0.0148,16.38,7.88,0.9477,0.0374,3.797,D,4.032,A,25.26,F,33.089,C-,57420,akaska-sd
0.8764,0.9751,0.4751,0.0157,6.9,0.7709,4.35,0.0406,0.034,0.735,7.805,1.196,0.0742,2.342,B,12.06,B,9.845,C,24.247,B-,56433,akeley-mn
2.264,0.2349,0.4179,0.0634,7.936,4.064,4.831,0.0371,0.1214,2.611,4.107,0.7691,0.0055,2.98,C,16.87,C,7.614,B,27.464000000000002,C+,70421,akers-la
1.692,5.636,1.779,0.5291,88.27,2.914,28.84,0.5225,4.119,47.59,37.76,1.425,0.3015,9.636,F,120.5,F,91.2,F,221.336,F,99551,akiachak-ak
1.688,5.623,1.775,0.528,88.08,2.908,28.77,0.5214,4.11,47.49,37.68,1.422,0.3008,9.614,F,120.3,F,91.0,F,220.914,F,99552,akiak-ak
2.962,2.277,0.4659,0.0417,8.25,0.195,4.042,0.0739,0.0514,2.112,0.6401,0.7615,0.1141,5.747,D,12.56,C,3.679,A,21.986,B,62805,akin-il
5.767,0.8669,0.4266,0.0721,9.003,0.5281,9.593,0.0431,0.2237,4.304,22.37,0.9219,0.2064,7.132,F,19.17,D,28.03,F,54.332,D-,35441,akron-al
3.183,0.8782,0.6931,0.0272,8.729,0.343,7.072,0.1165,0.0741,20.12,13.67,1.274,0.0988,4.781,D,16.26,C,35.23,F,56.271,D-,80720,akron-co
2.04,0.0891,0.3027,0.0125,5.946,1.061,4.412,0.03,0.1446,0.5483,1.647,1.197,0.0285,2.444,C,11.45,B,3.565,A,17.459,A-,51001,akron-ia
2.33,1.972,0.3395,0.0466,1.828,1.646,5.513,0.0169,0.0369,3.432,9.606,0.9592,0.028,4.689,D,9.005,B,14.06,D,27.754,C+,46910,akron-in
3.99,0.0892,0.9128,0.0117,3.937,1.429,5.833,0.0815,0.056,0.2582,6.487,1.173,0.095,5.004,D,11.28,B,8.07,C,24.354,B-,48701,akron-mi
0.2098,0.1698,0.2649,0.0114,0.3103,0.0614,0.4915,0.0025,0.0696,2.414,1.513,1.094,0.008,0.6558,A,0.8656,A,5.099,A,6.6204,A+,14001,akron-ny
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44301,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44302,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44303,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44304,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44305,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44306,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44307,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44308,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44309,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44310,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44311,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44312,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44313,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44314,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44315,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44316,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44317,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44319,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44320,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44321,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44325,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44326,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44328,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44333,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44372,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44396,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44398,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44322,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44393,akron-oh
1.5,0.9732,0.4461,0.0315,19.24,1.365,4.425,0.1409,0.0756,1.082,4.449,1.289,0.0056,2.951,C,25.17,D,6.902,B,35.023,C-,44399,akron-oh
0.7103,0.7869,0.323,0.0455,5.568,0.4576,1.526,0.0154,0.024,0.9639,0.8506,1.371,0.0058,1.866,B,7.567,A,3.216,A,12.649000000000001,A,17501,akron-pa
3.745,5.137,2.172,0.6176,245.2,5.577,54.93,1.471,0.6748,25.95,25.42,2.079,0.166,11.67,F,307.2,F,54.29,F,373.16,F,99553,akutan-ak
2.385,0.8209,0.3786,0.0559,20.94,0.351,2.902,0.1094,0.142,1.154,3.897,0.796,0.0008,3.641,C,24.3,D,5.99,B,33.931000000000004,C-,35007,alabaster-al
2.385,0.8209,0.3786,0.0559,20.94,0.351,2.902,0.1094,0.142,1.154,3.897,0.796,0.0008,3.641,C,24.3,D,5.99,B,33.931000000000004,C-,35114,alabaster-al
1.456,0.378,0.3679,0.0298,3.249,0.7743,2.616,0.0443,0.0416,2.119,3.557,0.7649,0.0107,2.232,B,6.683,A,6.492,B,15.407,A-,32615,alachua-fl
1.456,0.378,0.3679,0.0298,3.249,0.7743,2.616,0.0443,0.0416,2.119,3.557,0.7649,0.0107,2.232,B,6.683,A,6.492,B,15.407,A-,32616,alachua-fl
1.169,0.023,0.457,0.0129,6.385,1.751,4.53,0.5256,0.0406,10.62,3.863,0.9993,0.0471,1.662,B,13.19,C,15.57,D,30.422,C,82710,aladdin-wy
1.229,0.3725,0.2378,0.0458,6.014,0.5348,4.483,0.0329,0.012,0.3231,2.629,0.7575,0.0125,1.885,B,11.06,B,3.734,A,16.679000000000002,A-,27201,alamance-nc
2.119,1.337,0.3775,0.0318,16.96,2.902,4.53,0.3579,0.2104,6.802,7.252,0.8752,0.0073,3.865,D,24.75,D,15.15,D,43.765,D,94501,alameda-ca
2.119,1.337,0.3775,0.0318,16.96,2.902,4.53,0.3579,0.2104,6.802,7.252,0.8752,0.0073,3.865,D,24.75,D,15.15,D,43.765,D,94502,alameda-ca
1.547,1.381,0.3493,0.0277,1.699,2.038,1.989,0.3635,0.2665,6.865,12.54,1.078,0.0102,3.306,C,6.089,A,20.76,D,30.155,C,94507,alamo-ca
1.978,1.814,0.2655,0.0125,11.36,1.739,7.697,0.1161,0.4217,12.04,9.772,0.7751,0.0414,4.07,D,20.91,D,23.05,D,48.03,D,30411,alamo-ga
4.589,0.4293,0.6159,0.0435,19.97,4.093,9.685,0.4377,0.0605,10.3,13.07,0.7835,0.0828,5.678,D,34.18,D,24.3,D,64.158,D-,88310,alamogordo-nm
4.589,0.4293,0.6159,0.0435,19.97,4.093,9.685,0.4377,0.0605,10.3,13.07,0.7835,0.0828,5.678,D,34.18,D,24.3,D,64.158,D-,88311,alamogordo-nm
2.46,0.686,0.339,0.0471,2.186,1.072,4.042,0.0767,0.0962,0.3826,6.075,1.279,0.0187,3.532,C,7.377,A,7.852,B,18.761,B+,47916,alamo-in
1.507,1.178,0.4997,0.0183,1.918,0.8216,7.753,0.0738,0.5291,6.929,9.274,1.364,0.0391,3.203,C,10.57,B,18.14,D,31.913,C-,58830,alamo-nd
1.143,10.12,0.7086,3.196,6.203,0.5646,9.588,0.0693,4.002,3.194,8.444,1.093,0.6758,15.17,F,16.43,C,17.41,D,49.010000000000005,D,89001,alamo-nv
4.908,0.5818,0.7576,0.0237,3.385,8.847,7.953,0.049,0.1428,6.696,71.85,0.9368,0.0223,6.271,D,20.23,D,79.65,F,106.15100000000001,F,81101,alamosa-co
4.908,0.5818,0.7576,0.0237,3.385,8.847,7.953,0.049,0.1428,6.696,71.85,0.9368,0.0223,6.271,D,20.23,D,79.65,F,106.15100000000001,F,81102,alamosa-co
4.335,0.4438,0.4862,0.0757,10.56,1.852,7.905,0.0967,0.028,2.245,3.903,0.6043,0.032,5.341,D,20.42,D,6.812,B,32.573,C-,38001,alamo-tn
2.056,1.461,0.5177,0.0461,23.34,7.529,7.242,0.1235,0.349,5.908,12.84,0.6266,0.0881,4.081,D,38.24,D,19.81,D,62.131,D-,78516,alamo-tx
2.74,2.309,0.5644,0.0286,7.466,0.502,10.65,0.2072,0.1536,17.6,3.074,0.717,0.0948,5.642,D,18.82,D,21.64,D,46.102000000000004,D,79002,alanreed-tx
1.418,0.3507,0.6908,0.0299,5.022,0.5932,2.849,0.0734,0.0755,0.281,3.316,1.108,0.0517,2.49,C,8.538,B,4.832,A,15.86,A-,49706,alanson-mi
2.486,1.059,0.2515,0.028,28.74,4.603,5.706,0.1633,0.9047,1.785,9.67,0.9368,0.0948,3.824,D,39.21,D,13.39,D,56.424,D-,31622,alapaha-ga
1.514,0.1949,0.6956,0.0301,11.06,0.896,4.301,0.1121,0.033,0.2675,4.858,1.111,0.0535,2.435,C,16.37,C,6.323,B,25.128,B-,49611,alba-mi
6.146,0.1344,0.4459,0.0651,6.977,1.157,2.686,0.0726,0.0302,6.177,0.5069,0.7377,0.0074,6.791,D,10.89,B,7.459,B,25.14,B-,64830,alba-mo
1.08,1.116,0.3809,0.0271,13.7,2.868,4.702,0.5243,0.3046,8.273,7.287,1.209,0.0016,2.604,C,21.8,D,17.07,D,41.474000000000004,D+,94706,albany-ca
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31701,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31702,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31703,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31704,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31705,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31706,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31707,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31708,albany-ga
4.236,1.49,0.2999,0.1487,35.21,2.054,8.749,0.0787,0.2033,2.51,15.53,0.8117,0.0583,6.175,D,46.09,F,19.11,D,71.375,D-,31721,albany-ga
1.421,0.0493,0.4361,0.0372,5.544,0.1357,3.881,0.0467,0.022,20.61,3.342,1.094,0.0156,1.943,B,9.607,B,25.09,F,36.64,D+,61230,albany-il
2.201,1.456,0.3404,0.0563,6.841,2.14,4.69,0.0307,0.0276,1.245,11.58,0.9541,0.0413,4.054,D,13.7,C,13.85,D,31.604,C,47320,albany-in
1.299,0.8303,0.3905,0.0337,9.125,2.808,5.442,0.1509,0.0533,1.588,3.981,0.8408,0.0111,2.553,C,17.53,C,6.474,B,26.557000000000002,C+,42602,albany-ky
4.174,1.048,0.4187,0.0619,16.35,1.256,7.139,0.0761,0.0806,1.197,5.955,0.7842,0.0061,5.703,D,24.82,D,8.023,C,38.546,D+,70711,albany-la
0.3922,1.102,0.4282,0.0172,6.894,0.7069,3.945,0.0166,0.0812,0.7514,4.876,1.104,0.0322,1.939,B,11.56,B,6.845,B,20.344,B,56307,albany-mn
2.262,1.957,0.5399,0.0692,7.299,5.313,6.851,0.0453,0.1628,1.129,8.254,1.271,0.0333,4.828,D,19.51,D,10.85,C,35.188,C-,64402,albany-mo
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12201,albany-ny
